,used_tokens,used_resume_bullet_gen,prompted_payment,used_resume_builder,industry,career_status,job_time,resume_experience,Days
22464,0.0,1.0,1.0,1.0,11,0,0,1,28
5858,0.0,0.0,1.0,1.0,0,0,1,1,60
10088,0.0,0.0,1.0,0.0,5,0,0,0,59
25713,0.0,0.0,1.0,1.0,8,0,0,1,26
23321,4.0,1.0,1.0,0.0,0,2,1,0,27
32925,0.0,1.0,1.0,1.0,1,2,0,1,16
33878,3.0,1.0,1.0,0.0,2,0,0,1,15
7833,25.0,0.0,1.0,1.0,15,1,0,3,60
20104,11.0,1.0,1.0,1.0,0,1,0,1,29
4773,4.0,1.0,1.0,1.0,0,2,0,2,68
14884,1.0,1.0,1.0,1.0,5,2,2,0,52
12510,6.0,1.0,1.0,1.0,0,1,1,3,56
35399,0.0,0.0,1.0,1.0,3,0,2,1,14
17492,0.0,1.0,1.0,1.0,0,0,0,0,41
28638,3.0,1.0,1.0,1.0,15,2,0,1,21
8488,1.0,1.0,1.0,1.0,10,1,1,1,59
30885,0.0,0.0,1.0,0.0,2,0,1,0,19
13438,1.0,1.0,1.0,0.0,8,0,1,0,53
23678,0.0,0.0,1.0,1.0,12,2,1,1,27
34112,0.0,0.0,1.0,1.0,11,2,0,1,15
23722,0.0,0.0,1.0,0.0,0,0,1,0,27
18317,0.0,0.0,1.0,0.0,3,0,0,0,32
28583,0.0,0.0,1.0,1.0,5,0,0,1,21
7243,0.0,0.0,1.0,1.0,1,0,0,2,60
26494,0.0,0.0,1.0,1.0,3,2,0,1,24
9543,0.0,1.0,1.0,1.0,0,0,0,0,59
22403,20.0,1.0,1.0,1.0,4,0,1,0,28
781,0.0,1.0,0.0,0.0,0,0,3,1,132
7885,0.0,0.0,1.0,0.0,2,0,0,0,60
18002,1.0,1.0,1.0,0.0,7,0,1,2,35
14017,0.0,0.0,1.0,0.0,1,0,0,0,53
7483,0.0,0.0,1.0,1.0,7,0,0,0,60
8089,2.0,1.0,1.0,1.0,5,0,1,0,60
28871,0.0,0.0,1.0,1.0,14,0,0,1,21
30383,0.0,1.0,1.0,1.0,0,0,0,0,19
20937,3.0,1.0,1.0,1.0,0,0,1,0,28
23539,19.0,1.0,1.0,0.0,1,0,0,1,27
16973,0.0,0.0,1.0,0.0,1,1,1,0,44
34565,0.0,1.0,1.0,1.0,3,1,0,3,14
19139,0.0,0.0,1.0,1.0,0,0,0,1,29
22482,0.0,0.0,1.0,1.0,13,2,0,0,28
17935,1.0,1.0,1.0,1.0,0,0,0,1,36
28051,0.0,0.0,1.0,1.0,7,1,1,0,22
1500,0.0,0.0,1.0,1.0,0,1,0,1,119
17789,1.0,0.0,1.0,1.0,0,0,2,1,39
31659,0.0,1.0,1.0,1.0,7,0,0,0,18
27468,0.0,0.0,1.0,1.0,0,0,0,1,22
27657,0.0,0.0,1.0,1.0,1,2,2,1,22
34532,2.0,1.0,1.0,1.0,0,0,0,2,14
22645,0.0,0.0,1.0,1.0,10,0,0,0,28
2040,0.0,1.0,0.0,0.0,0,0,0,0,118
26427,2.0,1.0,1.0,1.0,0,2,2,1,25
30625,1.0,1.0,1.0,0.0,14,2,1,0,19
23375,0.0,0.0,1.0,0.0,0,2,0,1,27
35680,2.0,1.0,1.0,1.0,10,0,0,1,13
18405,0.0,0.0,1.0,0.0,3,0,0,0,30
30444,0.0,0.0,1.0,1.0,13,1,0,0,19
10580,10.0,1.0,1.0,1.0,2,1,0,0,59
572,3.0,1.0,1.0,1.0,1,0,1,0,133
11641,12.0,1.0,1.0,1.0,1,0,2,2,57
18520,0.0,0.0,1.0,1.0,0,0,0,2,29
19898,0.0,0.0,1.0,1.0,0,2,3,0,29
29835,3.0,1.0,1.0,1.0,1,2,0,1,20
14486,0.0,1.0,1.0,0.0,12,0,0,1,52
31547,0.0,0.0,1.0,1.0,0,2,0,2,18
18622,14.0,1.0,1.0,0.0,0,0,0,0,29
2478,0.0,1.0,1.0,0.0,2,1,0,0,118
33069,11.0,1.0,1.0,1.0,4,0,0,0,16
15316,0.0,0.0,1.0,0.0,0,0,1,2,50
25345,0.0,0.0,1.0,1.0,0,2,3,2,26
809,0.0,1.0,0.0,0.0,0,0,0,2,131
17421,0.0,1.0,1.0,1.0,1,0,1,0,41
14816,0.0,0.0,1.0,1.0,0,0,0,0,52
5787,2.0,1.0,1.0,1.0,6,1,1,0,60
23425,0.0,0.0,1.0,1.0,5,1,1,0,27
7775,0.0,0.0,1.0,1.0,8,2,1,1,60
29629,2.0,1.0,1.0,1.0,1,2,0,0,20
15667,0.0,0.0,1.0,1.0,0,0,0,0,49
32139,2.0,0.0,1.0,1.0,0,0,0,0,18
31069,0.0,0.0,1.0,1.0,3,2,0,1,19
10513,0.0,1.0,1.0,0.0,1,1,1,0,59
14707,0.0,0.0,1.0,0.0,3,0,2,1,52
18936,20.0,1.0,1.0,0.0,3,1,0,3,29
21919,1.0,1.0,1.0,1.0,0,2,0,0,28
17069,0.0,0.0,1.0,0.0,15,1,2,2,43
15809,1.0,1.0,1.0,1.0,0,0,1,1,48
2758,0.0,1.0,0.0,0.0,0,0,1,0,117
30260,6.0,0.0,1.0,1.0,1,0,3,0,19
3991,13.0,1.0,1.0,1.0,6,0,3,2,75
30466,19.0,0.0,1.0,1.0,13,0,1,0,19
28439,0.0,0.0,1.0,0.0,1,0,2,0,21
25626,0.0,0.0,1.0,1.0,5,0,0,1,26
20388,8.0,1.0,1.0,1.0,0,0,0,2,29
25178,6.0,1.0,1.0,1.0,4,2,2,2,26
5081,0.0,1.0,1.0,1.0,2,1,2,2,60
16187,2.0,1.0,1.0,1.0,0,0,1,2,47
28233,15.0,1.0,1.0,0.0,3,2,0,1,22
18017,0.0,1.0,1.0,1.0,4,0,0,0,35
34129,5.0,1.0,1.0,1.0,0,1,0,2,15
21567,4.0,1.0,1.0,0.0,6,1,0,2,28
31121,0.0,0.0,1.0,0.0,0,0,0,2,19
30173,4.0,1.0,1.0,1.0,2,0,0,1,19
3467,0.0,1.0,1.0,1.0,1,0,2,0,82
12221,0.0,0.0,1.0,1.0,11,0,0,0,57
30589,2.0,1.0,1.0,0.0,1,2,3,1,19
2769,0.0,1.0,0.0,0.0,0,0,1,2,117
18518,0.0,0.0,1.0,1.0,0,1,0,2,29
29802,5.0,1.0,1.0,1.0,1,2,0,0,20
18352,0.0,0.0,1.0,1.0,0,2,0,1,31
4037,0.0,0.0,1.0,1.0,0,2,0,1,75
33889,0.0,0.0,1.0,1.0,1,2,0,1,15
17972,0.0,0.0,1.0,1.0,3,2,0,1,36
24999,8.0,1.0,1.0,1.0,8,0,0,0,26
35245,8.0,1.0,1.0,0.0,1,0,0,0,14
22712,0.0,1.0,1.0,1.0,3,0,3,0,28
22106,0.0,1.0,1.0,1.0,5,0,0,0,28
34405,5.0,1.0,1.0,1.0,0,0,1,0,15
16818,0.0,0.0,1.0,0.0,13,1,1,2,46
6641,0.0,0.0,1.0,0.0,3,0,0,0,60
8055,0.0,0.0,1.0,0.0,0,0,1,1,60
23726,0.0,0.0,1.0,1.0,0,0,0,1,27
34346,1.0,1.0,1.0,1.0,2,0,1,0,15
6656,0.0,0.0,1.0,0.0,0,0,1,0,60
6817,0.0,1.0,1.0,0.0,0,1,0,0,60
24841,1.0,1.0,1.0,1.0,7,1,0,0,26
14602,1.0,1.0,1.0,1.0,4,0,0,1,52
16064,0.0,0.0,1.0,0.0,0,1,0,0,48
24544,4.0,1.0,1.0,0.0,5,0,0,1,27
14845,0.0,0.0,1.0,0.0,2,1,2,2,52
13802,0.0,1.0,1.0,1.0,0,0,1,0,53
25058,1.0,1.0,1.0,1.0,5,1,0,2,26
15328,0.0,0.0,1.0,0.0,14,2,3,1,50
10796,0.0,0.0,1.0,0.0,4,1,2,0,58
18062,0.0,0.0,1.0,1.0,2,0,0,1,35
10150,1.0,0.0,1.0,1.0,0,1,1,1,59
28877,12.0,1.0,1.0,1.0,1,2,2,0,21
8088,0.0,0.0,1.0,1.0,0,0,2,0,60
4382,0.0,1.0,1.0,1.0,0,0,1,0,74
13979,0.0,1.0,1.0,0.0,1,2,2,0,53
33531,4.0,1.0,1.0,0.0,0,2,2,0,15
35221,4.0,1.0,1.0,1.0,3,0,2,0,14
10454,0.0,0.0,1.0,1.0,4,2,0,1,59
33118,1.0,1.0,1.0,1.0,0,2,0,1,16
30353,0.0,1.0,1.0,1.0,0,2,0,0,19
25351,4.0,1.0,1.0,1.0,0,1,1,2,26
5013,0.0,0.0,1.0,1.0,0,1,1,2,60
10536,0.0,0.0,1.0,1.0,0,0,0,1,59
34591,1.0,1.0,1.0,1.0,4,0,0,2,14
30022,5.0,1.0,1.0,1.0,0,0,0,0,20
29926,1.0,1.0,1.0,1.0,5,0,1,1,20
34525,0.0,0.0,1.0,1.0,0,0,2,0,14
4749,0.0,1.0,1.0,1.0,1,2,0,1,68
9679,0.0,0.0,1.0,1.0,0,1,0,3,59
28802,0.0,0.0,1.0,1.0,7,1,0,1,21
9843,0.0,1.0,1.0,1.0,1,0,1,0,59
34665,2.0,1.0,1.0,1.0,0,0,1,0,14
2197,0.0,1.0,0.0,0.0,0,2,1,1,118
22836,0.0,1.0,1.0,1.0,10,1,3,2,28
21384,0.0,1.0,1.0,1.0,0,1,1,0,28
35627,7.0,1.0,1.0,1.0,0,0,1,0,13
3442,0.0,1.0,0.0,0.0,0,1,2,2,89
35483,0.0,1.0,1.0,1.0,0,0,1,1,14
28710,1.0,0.0,1.0,1.0,0,1,0,2,21
26631,0.0,0.0,1.0,1.0,1,0,0,0,24
3358,0.0,1.0,0.0,0.0,1,2,0,1,101
8659,5.0,0.0,1.0,1.0,1,0,0,0,59
30117,12.0,1.0,1.0,1.0,4,2,0,1,20
7431,0.0,0.0,1.0,0.0,11,1,3,0,60
7557,0.0,1.0,1.0,1.0,0,1,3,0,60
7583,0.0,0.0,1.0,0.0,0,0,1,0,60
3321,3.0,1.0,1.0,1.0,15,1,1,0,104
28777,6.0,1.0,1.0,1.0,3,2,1,1,21
7475,0.0,0.0,1.0,1.0,0,1,0,2,60
9380,0.0,0.0,1.0,0.0,0,2,0,1,59
16661,2.0,1.0,1.0,1.0,1,0,0,1,46
20746,0.0,0.0,1.0,1.0,15,2,1,0,28
2112,0.0,1.0,0.0,0.0,0,0,0,2,118
19496,2.0,1.0,1.0,1.0,1,0,2,1,29
28416,11.0,1.0,1.0,1.0,0,0,0,0,21
2047,10.0,1.0,1.0,1.0,0,1,1,0,118
25255,0.0,0.0,1.0,1.0,0,1,2,2,26
19211,1.0,0.0,1.0,1.0,4,2,0,0,29
24807,0.0,1.0,1.0,1.0,5,0,0,1,26
1245,0.0,1.0,0.0,0.0,3,2,0,0,119
20598,2.0,1.0,1.0,1.0,0,2,0,1,28
19922,1.0,0.0,1.0,1.0,10,2,0,2,29
6169,0.0,0.0,1.0,1.0,3,1,1,0,60
8044,0.0,0.0,1.0,0.0,1,2,1,0,60
28203,0.0,1.0,1.0,1.0,0,0,1,0,22
14949,0.0,1.0,1.0,1.0,0,0,0,2,52
7909,0.0,0.0,1.0,0.0,2,1,2,2,60
1529,0.0,1.0,0.0,0.0,7,1,0,2,119
28226,20.0,1.0,1.0,1.0,0,2,0,1,22
31542,0.0,1.0,1.0,1.0,0,0,0,1,18
21329,1.0,1.0,1.0,1.0,3,2,1,1,28
35389,0.0,0.0,1.0,1.0,0,0,0,0,14
31976,9.0,1.0,1.0,1.0,0,2,1,1,18
30609,1.0,1.0,1.0,1.0,0,0,1,2,19
20631,12.0,1.0,1.0,1.0,8,1,0,0,28
11949,0.0,1.0,1.0,0.0,1,1,0,2,57
16909,0.0,0.0,1.0,1.0,3,2,0,1,45
19390,0.0,1.0,1.0,1.0,1,0,0,1,29
616,0.0,1.0,0.0,0.0,1,0,0,0,133
34421,0.0,1.0,1.0,1.0,2,1,0,2,15
11658,0.0,0.0,1.0,0.0,0,0,2,0,57
11203,0.0,0.0,1.0,0.0,1,2,1,1,58
12419,2.0,0.0,1.0,1.0,12,2,0,0,56
13532,0.0,0.0,1.0,0.0,0,0,1,2,53
7224,0.0,0.0,1.0,0.0,10,0,0,0,60
7515,0.0,0.0,1.0,0.0,10,0,2,0,60
2588,20.0,1.0,1.0,1.0,2,0,2,0,118
29975,11.0,1.0,1.0,1.0,0,0,0,1,20
26767,2.0,0.0,1.0,1.0,1,0,2,2,24
10844,0.0,0.0,1.0,1.0,7,0,0,0,58
9214,0.0,0.0,1.0,0.0,0,0,1,0,59
34787,0.0,0.0,1.0,0.0,3,0,2,2,14
28905,0.0,1.0,1.0,1.0,0,0,0,1,21
30203,5.0,0.0,1.0,1.0,0,0,1,0,19
11479,0.0,0.0,1.0,1.0,1,1,1,2,58
2259,0.0,0.0,0.0,0.0,0,0,1,1,118
9690,0.0,0.0,1.0,0.0,1,0,3,0,59
21731,3.0,1.0,1.0,1.0,0,2,0,1,28
14771,0.0,1.0,1.0,1.0,3,2,2,1,52
7145,1.0,1.0,1.0,1.0,0,0,0,0,60
32148,0.0,0.0,1.0,1.0,0,0,0,1,18
6495,0.0,0.0,1.0,1.0,7,1,0,2,60
34190,0.0,1.0,1.0,1.0,0,1,0,1,15
12796,0.0,0.0,1.0,1.0,1,1,0,2,56
7512,2.0,1.0,1.0,1.0,4,1,0,1,60
6252,0.0,0.0,1.0,0.0,3,1,1,1,60
17825,1.0,1.0,1.0,1.0,7,1,0,2,38
3695,0.0,1.0,1.0,0.0,13,1,1,0,75
5692,7.0,1.0,1.0,1.0,7,1,0,1,60
12485,0.0,0.0,1.0,1.0,2,0,1,1,56
31500,7.0,1.0,1.0,0.0,1,2,1,0,18
22521,33.0,0.0,1.0,1.0,1,1,1,0,28
32797,2.0,1.0,1.0,1.0,0,0,0,0,17
20847,0.0,0.0,1.0,1.0,8,0,0,0,28
20262,0.0,0.0,1.0,1.0,0,0,0,0,29
22996,0.0,0.0,1.0,1.0,5,1,0,1,28
24357,0.0,0.0,1.0,1.0,0,2,0,1,27
9231,1.0,1.0,1.0,1.0,1,0,0,1,59
18854,0.0,1.0,1.0,1.0,0,1,0,0,29
29200,2.0,1.0,1.0,0.0,0,0,0,0,20
12418,1.0,1.0,1.0,1.0,1,1,1,0,56
10432,0.0,0.0,1.0,1.0,0,0,0,1,59
19838,18.0,1.0,1.0,1.0,0,0,0,1,29
30179,3.0,1.0,1.0,1.0,0,2,0,1,19
23508,4.0,1.0,1.0,0.0,1,0,0,0,27
27065,0.0,0.0,1.0,1.0,1,0,2,0,23
925,0.0,1.0,0.0,0.0,1,0,0,2,119
34386,3.0,0.0,1.0,1.0,0,1,0,1,15
7659,0.0,0.0,1.0,1.0,0,1,3,2,60
12293,23.0,1.0,1.0,1.0,0,0,3,0,57
10189,0.0,0.0,1.0,1.0,0,1,1,0,59
12447,0.0,0.0,1.0,0.0,1,0,1,0,56
27645,20.0,0.0,1.0,1.0,0,1,1,0,22
5322,0.0,0.0,1.0,1.0,5,1,2,2,60
13721,0.0,0.0,1.0,1.0,0,1,1,1,53
35007,1.0,1.0,1.0,1.0,1,0,1,1,14
11687,0.0,0.0,1.0,1.0,1,1,1,1,57
34169,1.0,1.0,1.0,1.0,1,0,2,0,15
19531,0.0,0.0,1.0,1.0,0,2,0,2,29
10311,0.0,0.0,1.0,1.0,0,2,1,2,59
10064,0.0,0.0,1.0,1.0,0,0,0,1,59
12795,5.0,0.0,1.0,1.0,14,0,1,1,56
34560,1.0,0.0,1.0,1.0,5,0,0,0,14
20215,10.0,1.0,1.0,1.0,0,2,0,0,29
4263,0.0,1.0,1.0,1.0,1,2,0,1,74
3858,0.0,0.0,1.0,1.0,7,0,1,0,75
8270,0.0,1.0,1.0,0.0,7,1,1,0,59
32967,16.0,1.0,1.0,1.0,3,2,1,1,16
29009,3.0,1.0,1.0,1.0,8,0,2,2,21
19059,12.0,1.0,1.0,1.0,0,2,0,0,29
14692,6.0,0.0,1.0,1.0,1,0,0,0,52
24325,1.0,0.0,1.0,1.0,0,2,2,0,27
7682,0.0,0.0,1.0,1.0,5,1,0,1,60
33482,10.0,1.0,1.0,1.0,0,0,0,0,16
19004,6.0,1.0,1.0,1.0,0,0,0,0,29
19091,0.0,0.0,1.0,1.0,1,0,0,1,29
21869,1.0,1.0,1.0,1.0,0,1,1,2,28
31234,0.0,0.0,1.0,0.0,1,1,1,2,19
23993,4.0,1.0,1.0,1.0,0,0,0,2,27
14019,0.0,0.0,1.0,1.0,5,0,2,0,53
10834,0.0,1.0,1.0,1.0,0,0,1,1,58
15474,0.0,1.0,1.0,1.0,0,0,3,1,50
662,0.0,0.0,0.0,0.0,0,0,1,1,133
5346,1.0,1.0,1.0,0.0,0,0,2,2,60
6190,0.0,0.0,1.0,1.0,1,0,0,1,60
18090,0.0,1.0,1.0,1.0,0,0,0,1,34
27922,0.0,0.0,1.0,1.0,2,0,0,2,22
34344,11.0,1.0,1.0,1.0,2,1,1,1,15
31801,3.0,1.0,1.0,0.0,4,2,2,0,18
21123,0.0,1.0,1.0,1.0,3,0,0,0,28
25836,3.0,1.0,1.0,1.0,2,0,3,0,26
12931,0.0,0.0,1.0,1.0,2,0,0,1,55
35745,7.0,1.0,1.0,1.0,14,0,0,0,13
8919,0.0,0.0,1.0,0.0,0,2,3,1,59
664,0.0,0.0,0.0,0.0,13,1,0,0,133
20261,8.0,1.0,1.0,1.0,2,0,1,0,29
30840,2.0,0.0,1.0,1.0,4,2,1,0,19
7525,2.0,1.0,1.0,1.0,1,1,1,0,60
14158,0.0,0.0,1.0,1.0,2,1,2,2,53
26802,1.0,1.0,1.0,1.0,5,0,3,0,24
530,0.0,1.0,0.0,0.0,12,0,0,0,133
11067,15.0,1.0,1.0,1.0,2,0,3,1,58
35809,14.0,0.0,1.0,1.0,0,0,1,1,13
14982,0.0,1.0,1.0,1.0,1,1,1,0,52
17638,14.0,1.0,1.0,1.0,1,2,0,1,40
11011,21.0,1.0,1.0,1.0,7,2,0,1,58
18646,0.0,0.0,1.0,1.0,5,0,0,0,29
20435,4.0,1.0,1.0,1.0,4,0,0,2,29
19528,2.0,1.0,1.0,1.0,3,0,1,1,29
2509,0.0,1.0,0.0,0.0,5,0,1,0,118
19863,16.0,1.0,1.0,1.0,0,0,0,1,29
2271,0.0,0.0,0.0,0.0,0,1,2,2,118
18885,0.0,0.0,1.0,1.0,0,1,0,1,29
287,0.0,1.0,1.0,1.0,0,0,1,0,168
21890,0.0,0.0,1.0,1.0,0,0,0,0,28
13964,0.0,1.0,1.0,1.0,0,0,1,0,53
29924,0.0,0.0,1.0,1.0,1,2,3,1,20
22774,0.0,1.0,1.0,1.0,5,2,0,1,28
20537,18.0,1.0,1.0,1.0,0,0,2,2,28
4559,0.0,0.0,1.0,1.0,0,0,0,0,71
27948,3.0,1.0,1.0,1.0,3,1,0,0,22
21327,2.0,1.0,1.0,1.0,0,0,0,1,28
11400,14.0,0.0,1.0,1.0,0,2,0,1,58
15379,0.0,1.0,1.0,0.0,3,2,0,1,50
15112,20.0,1.0,1.0,1.0,0,0,0,0,51
24530,1.0,0.0,1.0,1.0,0,0,1,0,27
19465,1.0,1.0,1.0,1.0,3,0,1,0,29
7502,0.0,0.0,1.0,1.0,2,0,2,1,60
6578,0.0,0.0,1.0,0.0,1,0,0,0,60
5686,0.0,0.0,1.0,0.0,13,0,2,0,60
35374,0.0,1.0,1.0,1.0,7,0,0,1,14
21981,0.0,0.0,1.0,1.0,0,1,0,0,28
35233,0.0,1.0,1.0,1.0,0,2,0,0,14
19602,2.0,0.0,1.0,1.0,0,0,1,2,29
29431,20.0,1.0,1.0,1.0,8,0,1,0,20
15855,7.0,1.0,1.0,1.0,0,1,3,2,48
20826,2.0,1.0,1.0,1.0,1,2,0,1,28
147,6.0,1.0,1.0,1.0,0,0,1,1,171
11449,1.0,1.0,1.0,0.0,0,0,0,1,58
24366,0.0,1.0,1.0,1.0,0,0,0,2,27
5045,1.0,1.0,1.0,1.0,2,1,1,3,60
17056,3.0,0.0,1.0,1.0,1,1,0,0,43
22372,6.0,1.0,1.0,1.0,0,1,0,1,28
36048,2.0,1.0,1.0,1.0,0,2,2,1,13
1546,0.0,1.0,0.0,0.0,0,1,0,2,119
35747,5.0,0.0,1.0,1.0,0,2,1,0,13
2240,2.0,1.0,1.0,1.0,3,0,2,0,118
20195,13.0,1.0,1.0,1.0,2,1,0,2,29
21342,1.0,1.0,1.0,1.0,6,0,0,2,28
14524,0.0,1.0,1.0,0.0,0,0,0,0,52
18680,3.0,1.0,1.0,1.0,12,2,2,1,29
18692,3.0,1.0,1.0,0.0,0,0,1,0,29
31093,6.0,0.0,1.0,1.0,0,0,0,2,19
32687,0.0,0.0,1.0,0.0,0,2,0,0,17
13425,0.0,0.0,1.0,1.0,1,0,0,1,53
27112,0.0,0.0,1.0,1.0,2,1,0,3,23
33637,0.0,1.0,1.0,1.0,8,2,1,0,15
2210,0.0,1.0,0.0,0.0,3,0,1,0,118
6937,0.0,1.0,1.0,0.0,0,0,0,0,60
15530,0.0,0.0,1.0,1.0,8,0,0,2,50
4331,4.0,1.0,1.0,1.0,1,2,0,1,74
21701,3.0,1.0,1.0,1.0,0,1,1,0,28
26577,1.0,0.0,1.0,1.0,1,0,2,0,24
11990,5.0,1.0,1.0,1.0,1,0,0,1,57
1207,0.0,1.0,0.0,0.0,0,0,1,1,119
11245,0.0,1.0,1.0,1.0,1,2,2,1,58
32113,12.0,1.0,1.0,1.0,0,1,1,0,18
25936,18.0,0.0,1.0,1.0,0,0,1,1,25
25668,2.0,0.0,1.0,1.0,1,0,1,2,26
27232,3.0,1.0,1.0,1.0,8,1,2,2,23
22631,2.0,1.0,1.0,1.0,0,0,1,1,28
29842,14.0,1.0,1.0,1.0,13,1,0,0,20
6001,0.0,1.0,1.0,0.0,0,0,0,1,60
18325,5.0,1.0,1.0,1.0,3,2,2,1,32
22857,0.0,0.0,1.0,1.0,6,2,1,1,28
23092,0.0,0.0,1.0,1.0,0,0,0,0,28
28962,2.0,1.0,1.0,1.0,0,1,1,0,21
12056,0.0,0.0,1.0,1.0,1,1,1,0,57
19151,1.0,1.0,1.0,0.0,0,2,0,1,29
10222,2.0,1.0,1.0,1.0,0,0,0,2,59
23192,0.0,1.0,1.0,1.0,1,0,1,0,28
19515,0.0,0.0,1.0,0.0,1,0,0,0,29
25749,4.0,1.0,1.0,1.0,0,0,0,2,26
30215,16.0,0.0,1.0,1.0,0,0,1,0,19
15175,0.0,1.0,1.0,1.0,7,1,1,1,51
8192,0.0,1.0,1.0,1.0,12,0,1,0,59
21887,15.0,1.0,1.0,1.0,2,1,0,2,28
12503,0.0,0.0,1.0,1.0,0,2,1,1,56
13404,10.0,1.0,1.0,1.0,0,2,2,3,53
3072,0.0,0.0,0.0,0.0,0,1,3,0,112
6853,0.0,0.0,1.0,0.0,0,1,0,0,60
9074,0.0,0.0,1.0,1.0,8,0,2,0,59
26235,3.0,1.0,1.0,1.0,1,0,0,0,25
33010,13.0,1.0,1.0,1.0,0,0,0,1,16
18794,16.0,1.0,1.0,1.0,0,0,1,1,29
33157,0.0,1.0,1.0,1.0,1,0,1,1,16
24905,2.0,1.0,1.0,1.0,1,0,0,0,26
1790,0.0,1.0,0.0,0.0,7,1,0,0,119
35806,0.0,1.0,1.0,1.0,1,2,0,2,13
28000,0.0,1.0,1.0,1.0,12,2,2,0,22
22377,0.0,0.0,1.0,1.0,7,0,0,1,28
14893,0.0,0.0,1.0,1.0,1,0,0,1,52
17292,0.0,1.0,1.0,1.0,13,1,0,2,41
35609,0.0,0.0,1.0,1.0,0,1,0,3,13
17920,0.0,0.0,1.0,1.0,0,2,1,1,36
13202,2.0,1.0,1.0,1.0,0,0,1,1,54
28904,2.0,1.0,1.0,0.0,2,0,0,0,21
14354,0.0,0.0,1.0,1.0,0,1,3,1,53
4615,3.0,1.0,1.0,1.0,4,0,1,0,70
25610,0.0,1.0,1.0,1.0,1,0,0,0,26
30540,10.0,1.0,1.0,1.0,12,2,0,0,19
3656,0.0,0.0,1.0,1.0,1,1,1,2,75
34219,0.0,0.0,1.0,1.0,3,0,1,1,15
23100,4.0,1.0,1.0,0.0,10,2,0,0,28
17808,11.0,0.0,1.0,1.0,5,0,0,1,38
2712,1.0,1.0,1.0,1.0,1,2,1,0,117
23600,17.0,1.0,1.0,1.0,0,0,1,0,27
18997,2.0,0.0,1.0,1.0,13,0,1,1,29
32901,1.0,1.0,1.0,1.0,0,2,0,1,16
19774,0.0,0.0,1.0,1.0,0,0,1,0,29
21988,2.0,1.0,1.0,1.0,3,0,1,0,28
14084,0.0,1.0,1.0,1.0,1,1,0,2,53
12452,0.0,0.0,1.0,1.0,0,2,2,0,56
14433,0.0,0.0,1.0,1.0,1,1,1,0,52
1731,1.0,1.0,1.0,1.0,4,2,1,0,119
4944,0.0,1.0,1.0,1.0,4,0,0,0,63
19885,0.0,0.0,1.0,0.0,1,2,2,0,29
17252,0.0,0.0,1.0,1.0,3,0,3,1,41
13934,0.0,1.0,1.0,0.0,1,2,1,2,53
9294,17.0,1.0,1.0,1.0,0,0,1,2,59
13096,0.0,0.0,1.0,1.0,0,1,1,0,55
16926,0.0,1.0,1.0,1.0,1,2,1,1,45
16503,0.0,0.0,1.0,1.0,10,1,1,1,47
22300,4.0,1.0,1.0,1.0,1,0,0,1,28
14287,0.0,1.0,1.0,1.0,0,1,0,1,53
12778,0.0,0.0,1.0,1.0,0,1,0,1,56
18617,0.0,0.0,1.0,1.0,0,0,2,0,29
28974,1.0,0.0,1.0,1.0,1,1,0,0,21
1450,0.0,1.0,0.0,0.0,3,0,1,2,119
8429,3.0,0.0,1.0,1.0,5,0,2,1,59
12159,0.0,0.0,1.0,0.0,1,1,0,0,57
28557,0.0,0.0,1.0,1.0,1,2,2,0,21
15022,0.0,0.0,1.0,0.0,12,2,0,0,52
6923,10.0,1.0,1.0,1.0,0,0,0,0,60
26274,10.0,0.0,1.0,1.0,0,0,1,1,25
14461,0.0,0.0,1.0,0.0,1,2,1,1,52
18424,3.0,1.0,1.0,1.0,3,2,0,1,29
9833,0.0,0.0,1.0,1.0,0,2,0,1,59
26540,6.0,1.0,1.0,1.0,4,2,2,0,24
11809,0.0,1.0,1.0,1.0,3,0,0,0,57
9557,0.0,0.0,1.0,0.0,0,0,1,2,59
27802,0.0,1.0,1.0,1.0,0,0,0,0,22
28612,0.0,0.0,1.0,1.0,4,0,0,0,21
27164,1.0,1.0,1.0,1.0,0,0,1,0,23
22555,16.0,1.0,1.0,1.0,1,0,0,0,28
9830,0.0,0.0,1.0,1.0,1,2,2,1,59
25581,1.0,1.0,1.0,1.0,0,1,3,2,26
6425,0.0,0.0,1.0,1.0,7,2,0,0,60
26101,1.0,1.0,1.0,1.0,1,2,0,1,25
3685,0.0,0.0,1.0,1.0,13,0,0,0,75
29138,3.0,1.0,1.0,0.0,4,1,2,0,21
26522,20.0,1.0,1.0,1.0,3,1,0,1,24
36010,0.0,1.0,1.0,1.0,0,2,0,1,13
4974,9.0,1.0,1.0,1.0,4,2,1,2,62
8856,0.0,0.0,1.0,1.0,0,0,0,1,59
33988,20.0,1.0,1.0,1.0,0,0,0,0,15
19935,20.0,1.0,1.0,1.0,0,0,3,0,29
4505,1.0,1.0,1.0,1.0,0,1,0,2,72
29248,4.0,1.0,1.0,1.0,3,0,3,0,20
35622,2.0,0.0,1.0,1.0,2,0,1,1,13
28456,1.0,1.0,1.0,1.0,1,0,0,2,21
27438,9.0,1.0,1.0,1.0,3,1,1,0,22
20676,0.0,0.0,1.0,1.0,0,1,0,2,28
35511,1.0,1.0,1.0,1.0,1,0,0,1,14
3345,0.0,1.0,0.0,0.0,1,0,0,0,103
16958,0.0,1.0,1.0,1.0,11,0,1,0,44
13064,2.0,0.0,1.0,1.0,0,0,1,0,55
